EukProt_ID	Data_Source_Type	Lineage_to_Display	Genus_UniEuk	Epithet_UniEuk
EP00650	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Peronosporomycetes	Pythium	arrhenomanes
EP00652	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Peronosporomycetes	Aphanomyces	astaci
EP00653	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Peronosporomycetes	Aphanomyces	invadans
EP00654	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Peronosporomycetes	Saprolegnia	diclina
EP00655	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Peronosporomycetes	Saprolegnia	parasitica
EP00813	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Peronosporomycetes	Pythium	oligandrum
EP00499	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Opalozoa	Haloplacidia	N/A
EP00500	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Opalozoa	N/A	N/A
EP00501	single-cell genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Opalozoa	N/A	N/A
EP00503	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Opalozoa	Blastocystis	N/A
EP00504	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Opalozoa	Blastocystis	N/A
EP00749	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Opalozoa	Cafeteria	burkhardae
EP00750	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Opalozoa	Incisomonas	marina
EP00938	single-cell genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Opalozoa	N/A	N/A
EP00939	single-cell genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Opalozoa	N/A	N/A
EP00940	single-cell genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Opalozoa	N/A	N/A
EP00941	single-cell genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Opalozoa	N/A	N/A
EP01029	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Opalozoa	Cantina	marsupialis
EP01138	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Opalozoa	Halocafeteria	seosinensis
EP00505	single-cell genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Sagenista	N/A	N/A
EP00510	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Sagenista	Aplanochytrium	minuta
EP00511	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Sagenista	Aplanochytrium	stocchinoi
EP00512	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Sagenista	Aurantiochytrium	limacinum
EP00513	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Sagenista	Hondaea	fermentalgiana
EP00514	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Sagenista	"Thraustochytrium"	N/A
EP00515	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Sagenista	Schizochytrium	aggregatum
EP00516	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Sagenista	Mucochytrium	quahogii
EP00924	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Sagenista	Labyrinthula	N/A
EP00942	single-cell genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Sagenista	N/A	N/A
EP00943	single-cell genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Sagenista	N/A	N/A
EP00944	single-cell genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Sagenista	N/A	N/A
EP00945	single-cell genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Sagenista	N/A	N/A
EP00946	single-cell genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Sagenista	N/A	N/A
EP00947	single-cell genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Sagenista	N/A	N/A
EP00948	single-cell genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Sagenista	N/A	N/A
EP00949	single-cell genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Sagenista	N/A	N/A
EP00753	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;Platysulcus	Platysulcus	tardus
EP00456	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Cercozoa	Euglypha	rotunda
EP00457	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Cercozoa	Paulinella	chromatophora
EP00460	EST	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Cercozoa	Paracercomonas	marina
EP00461	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Cercozoa	Guttulinopsis	vulgaris
EP00462	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Cercozoa	Mataza	N/A
EP00463	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Cercozoa	Aulacantha	scolymantha
EP00465	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Cercozoa	Bigelowiella	longifila
EP00466	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Cercozoa	Bigelowiella	natans
EP00467	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Cercozoa	Chlorarachnion	reptans
EP00468	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Cercozoa	Gymnochlora	N/A
EP00469	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Cercozoa	Lotharella	globosa
EP00470	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Cercozoa	Lotharella	oceanica
EP00471	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Cercozoa	Norrisiella	sphaerica
EP00472	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Cercozoa	Partenskyella	glossopodia
EP00808	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Cercozoa	Paulinella	micropora
EP00823	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Cercozoa	Brevimastigomonas	motovehiculus
EP00954	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Cercozoa	Amorphochlora	amoebiformis
EP00473	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Endomyxa	Plasmodiophora	brassicae
EP00474	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Endomyxa	"Spongospora"	subterranea
EP00475	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Endomyxa	Leptophrys	vorax
EP00477	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Endomyxa	Mikrocytos	mackini
EP00478	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Endomyxa	Filoreta	tenera
EP00479	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Endomyxa	Gromia	sphaerica
EP00455	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;eorhiza;Aquavolonida	Lapot	gusevi
EP00480	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Retaria;Foraminifera	Reticulomyxa	filosa
EP00481	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Retaria;Foraminifera	Brizalina	N/A
EP00483	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Retaria;Foraminifera	Globobulimina	turgida
EP00484	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Retaria;Foraminifera	Ammonia	N/A
EP00485	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Retaria;Foraminifera	Elphidium	margaritaceum
EP00486	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Retaria;Foraminifera	Rosalina	N/A
EP00487	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Retaria;Foraminifera	Bulimina	marginata
EP00488	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Retaria;Foraminifera	Nonionellina	N/A
EP00490	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Retaria;Foraminifera	Sorites	N/A
EP01083	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Retaria;Foraminifera	Nonionella	stella
EP01084	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Retaria;Foraminifera	Bolivina	argentea
EP00492	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Retaria;Radiolaria	"Amphilonche"	elongata
EP00493	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Retaria;Radiolaria	"Phyllostaurus"	siculus
EP00494	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Retaria;Radiolaria	Astrolonche	serrata
EP00495	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Retaria;Radiolaria	N/A	N/A
EP00497	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Retaria;Radiolaria	Spongosphaera	streptacantha
EP00656	transcriptome	Eukaryota;Diaphoretickes;TSAR;Telonemia	Telonema	subtile
EP00657	transcriptome	Eukaryota;Diaphoretickes;TSAR;Telonemia	Telonema	N/A
EP00658	transcriptome	Eukaryota;Diaphoretickes;TSAR;Telonemia	Telonema	N/A
EP00659	genome	Eukaryota;Discoba;Euglenozoa;Diplonemea	"Diplonema"	papillatum
EP00660	single-cell genome	Eukaryota;Discoba;Euglenozoa;Diplonemea	Eupelagonema	oceanica
EP00661	single-cell genome	Eukaryota;Discoba;Euglenozoa;Diplonemea	N/A	N/A
EP00662	single-cell genome	Eukaryota;Discoba;Euglenozoa;Diplonemea	N/A	N/A
EP00663	single-cell genome	Eukaryota;Discoba;Euglenozoa;Diplonemea	N/A	N/A
EP00664	single-cell genome	Eukaryota;Discoba;Euglenozoa;Diplonemea	N/A	N/A
EP00665	single-cell genome	Eukaryota;Discoba;Euglenozoa;Diplonemea	N/A	N/A
EP00666	single-cell genome	Eukaryota;Discoba;Euglenozoa;Diplonemea	N/A	N/A
EP00754	transcriptome	Eukaryota;Discoba;Euglenozoa;Diplonemea	Rhynchopus	humris
EP00755	transcriptome	Eukaryota;Discoba;Euglenozoa;Diplonemea	Sulcionema	specki
EP00756	transcriptome	Eukaryota;Discoba;Euglenozoa;Diplonemea	Hemistasia	phaeocysticola
EP01059	transcriptome	Eukaryota;Discoba;Euglenozoa;Diplonemea	Diplonema	ambulator
EP01060	transcriptome	Eukaryota;Discoba;Euglenozoa;Diplonemea	Flectonema	neradi
EP01061	transcriptome	Eukaryota;Discoba;Euglenozoa;Diplonemea	Rhynchopus	euleeides
EP01062	transcriptome	Eukaryota;Discoba;Euglenozoa;Diplonemea	Namystynia	karyoxenos
EP01063	transcriptome	Eukaryota;Discoba;Euglenozoa;Diplonemea	Lacrimia	lanifica
EP01064	transcriptome	Eukaryota;Discoba;Euglenozoa;Diplonemea	Diplonema	japonicum
EP01065	transcriptome	Eukaryota;Discoba;Euglenozoa;Diplonemea	Artemidia	motanka
EP00667	genome	Eukaryota;Discoba;Euglenozoa;Euglenida	Euglena	gracilis
EP00668	transcriptome	Eukaryota;Discoba;Euglenozoa;Euglenida	Euglena	longa
EP00669	transcriptome	Eukaryota;Discoba;Euglenozoa;Euglenida	Euglena	mutabilis
EP00670	transcriptome	Eukaryota;Discoba;Euglenozoa;Euglenida	"Eutreptiella"	braarudii
EP00906	transcriptome	Eukaryota;Discoba;Euglenozoa;Euglenida	Rhabdomonas	costata
EP00992	single-cell transcriptome	Eukaryota;Discoba;Euglenozoa;Euglenida	Anisonema	acinus
EP00993	single-cell transcriptome	Eukaryota;Discoba;Euglenozoa;Euglenida	Chasmostoma	nieuportense
EP00994	single-cell transcriptome	Eukaryota;Discoba;Euglenozoa;Euglenida	Dinema	validum
EP00995	single-cell transcriptome	Eukaryota;Discoba;Euglenozoa;Euglenida	Heteronema	vittatum
EP00996	single-cell transcriptome	Eukaryota;Discoba;Euglenozoa;Euglenida	Jenningsia	fusiforme
EP00997	single-cell transcriptome	Eukaryota;Discoba;Euglenozoa;Euglenida	Jenningsia	N/A
EP00998	transcriptome	Eukaryota;Discoba;Euglenozoa;Euglenida	Keelungia	N/A
EP00999	single-cell transcriptome	Eukaryota;Discoba;Euglenozoa;Euglenida	Lentomonas	N/A
EP01000	single-cell transcriptome	Eukaryota;Discoba;Euglenozoa;Euglenida	Liburna	glaciale
EP01001	single-cell transcriptome	Eukaryota;Discoba;Euglenozoa;Euglenida	Neometanema	parovale
EP01002	transcriptome	Eukaryota;Discoba;Euglenozoa;Euglenida	Notosolenus	urceolatus
EP01003	single-cell transcriptome	Eukaryota;Discoba;Euglenozoa;Euglenida	Olkasia	polycarbonata
EP01004	single-cell transcriptome	Eukaryota;Discoba;Euglenozoa;Euglenida	Peranema	trichophorum
EP01005	single-cell transcriptome	Eukaryota;Discoba;Euglenozoa;Euglenida	Ploeotia	N/A
EP01006	transcriptome	Eukaryota;Discoba;Euglenozoa;Euglenida	Ploeotia	vitrea
EP01007	single-cell transcriptome	Eukaryota;Discoba;Euglenozoa;Euglenida	Sphenomonas	quadrangularis
EP01010	single-cell transcriptome	Eukaryota;Discoba;Euglenozoa;Euglenida	Urceolus	"cornutus"
EP01011	single-cell transcriptome	Eukaryota;Discoba;Euglenozoa;Euglenida	Urceolus	N/A
EP01012	transcriptome	Eukaryota;Discoba;Euglenozoa;Euglenida	Entosiphon	sulcatum
EP01013	transcriptome	Eukaryota;Discoba;Euglenozoa;Euglenida	Petalomonas	cantuscygni
EP01079	single-cell genome	Eukaryota;Discoba;Euglenozoa;Euglenida	N/A	N/A
EP00671	genome	Eukaryota;Discoba;Euglenozoa;Kinetoplastea	Bodo	saltans
EP00672	transcriptome	Eukaryota;Discoba;Euglenozoa;Kinetoplastea	"Neobodo"	designis
EP00673	genome	Eukaryota;Discoba;Euglenozoa;Kinetoplastea	Leishmania	infantum
EP00674	genome	Eukaryota;Discoba;Euglenozoa;Kinetoplastea	Leishmania	major
EP00675	genome	Eukaryota;Discoba;Euglenozoa;Kinetoplastea	Leptomonas	pyrrhocoris
EP00676	genome	Eukaryota;Discoba;Euglenozoa;Kinetoplastea	Leptomonas	seymouri
EP00677	genome	Eukaryota;Discoba;Euglenozoa;Kinetoplastea	Phytomonas	N/A
EP00678	genome	Eukaryota;Discoba;Euglenozoa;Kinetoplastea	Phytomonas	N/A
EP00679	genome	Eukaryota;Discoba;Euglenozoa;Kinetoplastea	Angomonas	deanei
EP00680	genome	Eukaryota;Discoba;Euglenozoa;Kinetoplastea	Strigomonas	culicis
EP00681	genome	Eukaryota;Discoba;Euglenozoa;Kinetoplastea	Trypanosoma	brucei
EP00682	genome	Eukaryota;Discoba;Euglenozoa;Kinetoplastea	Trypanosoma	cruzi
EP00683	genome	Eukaryota;Discoba;Euglenozoa;Kinetoplastea	Trypanosoma	rangeli
EP00684	genome	Eukaryota;Discoba;Euglenozoa;Kinetoplastea	Trypanosoma	vivax
EP00685	genome	Eukaryota;Discoba;Euglenozoa;Kinetoplastea	Perkinsela	N/A
EP00757	single-cell genome	Eukaryota;Discoba;Euglenozoa;Kinetoplastea	N/A	N/A
EP00758	transcriptome	Eukaryota;Discoba;Euglenozoa;Kinetoplastea	Cryptobia	borreli
EP00759	transcriptome	Eukaryota;Discoba;Euglenozoa;Kinetoplastea	Apiculatamorpha	spiralis
EP00760	transcriptome	Eukaryota;Discoba;Euglenozoa;Kinetoplastea	Papus	ankaliazontas
EP00796	genome	Eukaryota;Discoba;Euglenozoa;Kinetoplastea	Vickermania	ingenoplastis
EP01008	single-cell transcriptome	Eukaryota;Discoba;Euglenozoa;Symbiontida	N/A	N/A
EP01009	single-cell transcriptome	Eukaryota;Discoba;Euglenozoa;Symbiontida	N/A	N/A
EP00686	genome	Eukaryota;Discoba;Heterolobosea	Naegleria	gruberi
EP00688	EST	Eukaryota;Discoba;Heterolobosea	Stachyamoeba	lipophora
EP00689	EST	Eukaryota;Discoba;Heterolobosea	Sawyeria	marylandensis
EP00761	transcriptome	Eukaryota;Discoba;Heterolobosea	Pharyngomonas	kirbyi
EP00817	transcriptome	Eukaryota;Discoba;Heterolobosea	N/A	N/A
EP00818	transcriptome	Eukaryota;Discoba;Heterolobosea	Percolomonas	N/A
EP01027	transcriptome	Eukaryota;Discoba;Heterolobosea	N/A	N/A
EP01080	genome	Eukaryota;Discoba;Heterolobosea	Neovahlkampfia	damariscottae
EP00690	EST	Eukaryota;Discoba;Jakobida	"Seculamonas"	"ecuadoriensis"
EP00691	EST	Eukaryota;Discoba;Jakobida	Histiona	aroides
EP00692	EST	Eukaryota;Discoba;Jakobida	"Jakoba"	bahamiensis
EP00693	EST	Eukaryota;Discoba;Jakobida	Jakoba	libera
EP00694	EST	Eukaryota;Discoba;Jakobida	Reclinomonas	americana
EP00762	genome	Eukaryota;Discoba;Jakobida	Andalucia	godoyi
EP01028	transcriptome	Eukaryota;Discoba;Jakobida	Stygiella	incarcerata
EP00695	transcriptome	Eukaryota;Discoba;Tsukubamonadida	Tsukubamonas	globosa
EP00696	single-cell transcriptome	Eukaryota;Hemimastigophora	Hemimastix	kukwesjijk
EP00697	single-cell transcriptome	Eukaryota;Hemimastigophora	Spironema	N/A
EP00698	transcriptome	Eukaryota;Malawimonadida	Gefionella	okellyi
EP00699	EST	Eukaryota;Malawimonadida	Malawimonas	"californiana"
EP00700	EST	Eukaryota;Malawimonadida	Malawimonas	jakobiformis
EP01155	transcriptome	Eukaryota;Metamonada;AP clade;Anaeramoebidae	Anaeramoeba	flamelloides
EP01156	transcriptome	Eukaryota;Metamonada;AP clade;Anaeramoebidae	Anaeramoeba	ignava
EP00705	genome	Eukaryota;Metamonada;AP clade;Parabasalia	Trichomonas	vaginalis
EP00706	genome	Eukaryota;Metamonada;AP clade;Parabasalia	Tritrichomonas	foetus
EP00792	transcriptome	Eukaryota;Metamonada;BF clade;Barthelona	Barthelona	N/A
EP00701	genome	Eukaryota;Metamonada;BF clade;Fornicata	Giardia	intestinalis
EP00702	genome	Eukaryota;Metamonada;BF clade;Fornicata	"Spironucleus"	salmonicida
EP00703	transcriptome	Eukaryota;Metamonada;BF clade;Fornicata	Trepomonas	N/A
EP00704	genome	Eukaryota;Metamonada;BF clade;Fornicata	Kipferlia	bialata
EP00763	genome	Eukaryota;Metamonada;BF clade;Fornicata	Giardia	muris
EP00764	transcriptome	Eukaryota;Metamonada;BF clade;Fornicata	Aduncisulcus	paluster
EP00766	transcriptome	Eukaryota;Metamonada;BF clade;Fornicata	Chilomastix	caulleryi
EP00767	transcriptome	Eukaryota;Metamonada;BF clade;Fornicata	"Chilomastix"	cuspidata
EP00768	transcriptome	Eukaryota;Metamonada;BF clade;Fornicata	Dysnectes	brevis
EP00769	transcriptome	Eukaryota;Metamonada;BF clade;Fornicata	Ergobibamus	cyprinoides
EP01146	genome	Eukaryota;Metamonada;BF clade;Fornicata	Carpediemonas	membranifera
EP00770	genome	Eukaryota;Metamonada;Preaxostyla;Oxymonadida	Monocercomonoides	exilis
EP00708	transcriptome	Eukaryota;Metamonada;Preaxostyla;Paratrimastigidae	Paratrimastix	pyriformis
EP00771	transcriptome	Eukaryota;Metamonada;Preaxostyla;Trimastigidae	Trimastix	marina
